event_id,symbol,market,confirm_date,fold,holdout
DNLI:26:89,DNLI,US,2026-03-06,0,True
DNN:6:5,DNN,US,2021-09-24,4,False
DNN:5:9,DNN,US,2021-11-18,4,False
DNN:15:23,DNN,US,2022-09-26,5,False
DNN:7:26,DNN,US,2022-09-19,5,False
DNN:9:31,DNN,US,2022-11-03,5,False
DNN:7:33,DNN,US,2023-02-22,5,False
DNN:5:67,DNN,US,2024-02-21,5,False
DNN:24:77,DNN,US,2024-07-24,0,True
DNN:10:93,DNN,US,2025-02-19,0,True
DNN:18:94,DNN,US,2025-02-24,0,True
DNN:23:95,DNN,US,2025-02-18,0,True
DNN:25:97,DNN,US,2024-12-23,0,True
DNN:24:98,DNN,US,2024-12-19,0,True
DNN:11:99,DNN,US,2024-10-30,0,True
DNN:29:100,DNN,US,2024-11-05,0,True
DNN:24:106,DNN,US,2025-01-17,0,True
DNN:25:107,DNN,US,2025-01-17,0,True
DNN:16:110,DNN,US,2025-03-31,0,True
DNN:33:135,DNN,US,2025-08-20,0,True
DNN:28:142,DNN,US,2025-11-18,0,True
DNN:27:143,DNN,US,2025-11-07,0,True
DNN:34:147,DNN,US,2026-06-08,0,True
DNOV:1:1,DNOV,US,2022-01-19,4,False
DNOV:5:7,DNOV,US,2022-12-08,5,False
DNOV:9:8,DNOV,US,2022-12-07,5,False
DNOV:3:25,DNOV,US,2023-10-23,5,False
DNOW:5:31,DNOW,US,2023-03-16,5,False
DNOW:2:33,DNOW,US,2023-03-14,5,False
DNOW:9:36,DNOW,US,2022-11-29,5,False
DNOW:3:37,DNOW,US,2023-01-05,5,False
DNOW:7:45,DNOW,US,2023-11-29,5,False
DNOW:4:47,DNOW,US,2023-08-03,5,False
DNOW:5:65,DNOW,US,2024-01-10,5,False
DNOW:10:82,DNOW,US,2024-06-05,0,True
DNOW:19:92,DNOW,US,2024-10-25,0,True
DNOW:11:99,DNOW,US,2024-12-24,0,True
DNOW:24:107,DNOW,US,2025-02-07,0,True
DNOW:12:108,DNOW,US,2025-03-04,0,True
DNOW:22:111,DNOW,US,2025-03-07,0,True
DNOW:22:137,DNOW,US,2025-09-10,0,True
DNOW:10:145,DNOW,US,2025-12-19,0,True
DNP:1:1,DNP,US,2020-12-07,4,False
DNP:0:8,DNP,US,2021-10-05,4,False
DNP:10:28,DNP,US,2022-02-15,4,False
DNP:11:34,DNP,US,2022-06-10,5,False
DNP:6:42,DNP,US,2022-09-28,5,False
DNP:0:57,DNP,US,2023-04-20,5,False
DNP:24:95,DNP,US,2025-04-07,0,True
DNP:23:104,DNP,US,2025-07-08,0,True
DNP:30:109,DNP,US,2026-01-07,0,True
DNP:5:114,DNP,US,2025-11-04,0,True
DNP:34:120,DNP,US,2025-12-03,0,True
DNP:29:129,DNP,US,2026-03-23,0,True
DNP:32:131,DNP,US,2026-03-23,0,True
DNP:35:134,DNP,US,2026-03-10,0,True
DNP:1:135,DNP,US,2026-03-10,0,True
DNTH:0:5,DNTH,US,2021-01-22,4,False
DNTH:2:6,DNTH,US,2021-01-22,4,False
DNTH:16:18,DNTH,US,2022-07-28,5,False
DNTH:25:27,DNTH,US,2023-10-11,5,False
DNTH:21:35,DNTH,US,2024-04-26,0,True
DNTH:17:46,DNTH,US,2024-09-04,0,True
DNTH:22:53,DNTH,US,2024-11-13,0,True
DNTH:17:54,DNTH,US,2024-11-12,0,True
DNTH:19:65,DNTH,US,2025-10-07,0,True
DNTH:29:66,DNTH,US,2025-10-24,0,True
DNTH:18:67,DNTH,US,2025-09-26,0,True
DNTH:18:70,DNTH,US,2026-01-06,0,True
DNUT:2:2,DNUT,US,2022-01-24,4,False
DNUT:3:3,DNUT,US,2022-01-21,4,False
DNUT:2:37,DNUT,US,2023-08-03,5,False
DNUT:7:39,DNUT,US,2023-08-03,5,False
DNUT:16:43,DNUT,US,2024-02-15,5,False
DNUT:12:44,DNUT,US,2024-01-12,5,False
DNUT:3:46,DNUT,US,2024-01-05,5,False
DNUT:11:66,DNUT,US,2024-04-24,0,True
DNUT:12:67,DNUT,US,2024-04-17,0,True
DNUT:13:68,DNUT,US,2024-04-17,0,True
DNUT:16:71,DNUT,US,2024-04-25,0,True
DNUT:17:72,DNUT,US,2024-04-18,0,True
DNUT:28:82,DNUT,US,2025-11-04,0,True
DOC:0:1,DOC,US,2020-12-01,4,False
DOC:0:5,DOC,US,2021-03-01,4,False
DOC:6:15,DOC,US,2021-08-23,4,False
DOC:7:16,DOC,US,2021-08-11,4,False
DOC:5:18,DOC,US,2022-02-08,4,False
DOC:3:24,DOC,US,2022-05-05,5,False
DOC:18:28,DOC,US,2023-02-23,5,False
DOC:19:29,DOC,US,2023-02-16,5,False
DOC:20:31,DOC,US,2023-02-08,5,False
DOC:29:44,DOC,US,2024-11-18,0,True
DOC:27:82,DOC,US,2025-07-29,0,True
DOC:27:85,DOC,US,2025-10-30,0,True
DOC:30:109,DOC,US,2026-06-18,0,True
DOCN:2:3,DOCN,US,2022-01-18,4,False
DOCN:1:14,DOCN,US,2022-08-23,5,False
DOCN:15:22,DOCN,US,2023-04-17,5,False
DOCN:21:25,DOCN,US,2023-06-23,5,False
DOCN:19:39,DOCN,US,2024-01-04,5,False
DOCN:15:41,DOCN,US,2024-04-16,0,True
DOCN:15:51,DOCN,US,2024-06-21,0,True
DOCN:19:52,DOCN,US,2024-06-17,0,True
DOCN:15:61,DOCN,US,2024-12-31,0,True
DOCN:19:62,DOCN,US,2024-09-04,0,True
DOCN:13:68,DOCN,US,2024-10-24,0,True
DOCN:20:73,DOCN,US,2024-12-17,0,True
DOCN:29:118,DOCN,US,2025-11-19,0,True
DOCN:24:127,DOCN,US,2026-01-21,0,True
DOCS:16:20,DOCS,US,2023-07-26,5,False
DOCS:24:26,DOCS,US,2024-04-02,5,False
DOCS:14:27,DOCS,US,2024-02-23,5,False
DOCS:24:30,DOCS,US,2024-08-06,0,True
DOCS:5:60,DOCS,US,2024-12-11,0,True
DOCS:7:67,DOCS,US,2025-03-11,0,True
DOCU:1:4,DOCU,US,2021-02-23,4,False
DOCU:3:12,DOCU,US,2021-09-29,4,False
DOCU:0:13,DOCU,US,2021-08-03,4,False
DOCU:20:19,DOCU,US,2022-12-27,5,False
DOCU:22:31,DOCU,US,2023-06-22,5,False
DOCU:21:38,DOCU,US,2024-01-04,5,False
DOCU:26:39,DOCU,US,2024-01-08,5,False
DOCU:25:46,DOCU,US,2024-06-04,0,True
DOCU:16:61,DOCU,US,2025-04-07,0,True
DOCU:35:77,DOCU,US,2025-08-04,0,True
DOCU:16:78,DOCU,US,2025-10-03,0,True
DOCU:24:85,DOCU,US,2025-12-08,0,True
DOCU:47:100,DOCU,US,2026-06-08,0,True
DOG:9:14,DOG,US,2022-06-01,5,False
DOG:11:15,DOG,US,2022-05-31,5,False
DOG:6:23,DOG,US,2022-06-27,5,False
DOG:8:24,DOG,US,2022-07-21,5,False
DOG:7:29,DOG,US,2022-10-27,5,False
DOG:8:30,DOG,US,2022-10-25,5,False
DOG:10:31,DOG,US,2022-10-26,5,False
DOG:22:46,DOG,US,2023-10-11,5,False
DOG:29:70,DOG,US,2025-05-05,0,True
DOG:30:71,DOG,US,2025-05-02,0,True
DOG:32:72,DOG,US,2025-05-05,0,True
DOG:43:78,DOG,US,2026-04-10,0,True
DOGG:9:2,DOGG,US,2025-08-01,0,True
DOGG:3:4,DOGG,US,2026-04-14,0,True
DOGZ:0:15,DOGZ,US,2022-06-02,5,False
DOGZ:3:44,DOGZ,US,2024-11-07,0,True
DOGZ:28:63,DOGZ,US,2025-02-26,0,True
DOGZ:22:70,DOGZ,US,2025-09-03,0,True
DOL:6:18,DOL,US,2024-06-17,0,True
DOLE:3:1,DOLE,US,2022-03-10,0,False
DOLE:9:5,DOLE,US,2022-12-21,5,False
DOLE:11:17,DOLE,US,2024-02-14,5,False
DOLE:18:29,DOLE,US,2024-05-13,0,True
DOLE:4:39,DOLE,US,2024-12-20,0,True
DOLE:7:49,DOLE,US,2025-02-04,0,True
DOLE:4:64,DOLE,US,2025-06-26,0,True
DOLE:30:81,DOLE,US,2025-12-26,0,True
DOLE:6:82,DOLE,US,2026-03-13,0,True
DOLE:29:90,DOLE,US,2026-05-13,0,True
DOLE:28:92,DOLE,US,2026-04-21,0,True
DOMH:29:10,DOMH,US,2024-01-26,5,False
DOMH:31:19,DOMH,US,2025-04-07,0,True
DOMH:25:20,DOMH,US,2025-03-17,0,True
DOMH:26:21,DOMH,US,2025-03-17,0,True
DOMH:28:23,DOMH,US,2025-04-04,0,True
DOMH:23:49,DOMH,US,2025-10-08,0,True
DOMO:7:6,DOMO,US,2021-11-11,4,False
DOMO:0:13,DOMO,US,2022-04-11,5,False
DOMO:20:30,DOMO,US,2023-08-10,5,False
DOMO:27:35,DOMO,US,2024-03-11,5,False
DOMO:34:47,DOMO,US,2025-04-01,0,True
DOMO:20:64,DOMO,US,2025-09-25,0,True
DON:7:8,DON,US,2022-01-26,4,False
DON:10:9,DON,US,2022-01-25,4,False
DON:7:12,DON,US,2022-02-24,4,False
DON:4:60,DON,US,2023-05-25,5,False
DON:5:62,DON,US,2023-09-22,5,False
DON:12:72,DON,US,2024-02-06,5,False
DON:28:110,DON,US,2025-07-31,0,True
DOO:5:13,DOO,US,2021-12-02,4,False
DOO:5:24,DOO,US,2022-02-07,4,False
DOO:3:26,DOO,US,2022-05-20,5,False
DOO:4:28,DOO,US,2022-05-11,5,False
DOO:9:52,DOO,US,2023-03-03,5,False
DOO:17:54,DOO,US,2023-04-26,5,False
DOO:16:65,DOO,US,2023-08-11,5,False
DOO:3:75,DOO,US,2023-11-28,5,False
DOO:26:115,DOO,US,2025-11-05,0,True
DOO:19:124,DOO,US,2026-03-09,0,True
DORM:0:1,DORM,US,2020-12-21,4,False
DORM:2:11,DORM,US,2021-04-28,4,False
DORM:5:32,DORM,US,2021-12-21,4,False
DORM:7:33,DORM,US,2021-12-15,4,False
DORM:10:46,DORM,US,2022-05-23,5,False
DORM:11:53,DORM,US,2022-06-14,5,False
DORM:3:54,DORM,US,2022-06-14,5,False
DORM:1:55,DORM,US,2022-08-05,5,False
DORM:11:56,DORM,US,2022-07-27,5,False
DORM:3:57,DORM,US,2022-07-27,5,False
DORM:0:86,DORM,US,2024-04-19,0,True
DORM:20:93,DORM,US,2024-04-11,0,True
DORM:6:113,DORM,US,2024-09-30,0,True
DORM:14:119,DORM,US,2025-03-31,0,True
DORM:31:127,DORM,US,2025-10-30,0,True
DORM:28:130,DORM,US,2025-10-08,0,True
DORM:27:132,DORM,US,2025-10-08,0,True
DORM:13:146,DORM,US,2026-05-20,0,True
DOUG:4:3,DOUG,US,2022-08-25,5,False
DOUG:14:7,DOUG,US,2024-01-12,5,False
DOUG:23:11,DOUG,US,2024-09-09,0,True
DOUG:22:16,DOUG,US,2024-10-04,0,True
DOUG:22:17,DOUG,US,2024-12-20,0,True
DOUG:21:21,DOUG,US,2024-12-10,0,True
DOUG:22:30,DOUG,US,2025-04-01,0,True
DOUG:13:35,DOUG,US,2025-06-10,0,True
DOUG:14:36,DOUG,US,2025-06-24,0,True
DOUG:19:39,DOUG,US,2025-06-24,0,True
DOUG:19:56,DOUG,US,2025-12-18,0,True
DOV:5:6,DOV,US,2021-10-01,4,False
DOV:6:12,DOV,US,2022-04-06,5,False
DOV:3:21,DOV,US,2022-12-19,5,False
DOV:15:26,DOV,US,2023-03-14,5,False
DOV:8:62,DOV,US,2024-04-03,5,False
DOV:7:69,DOV,US,2024-06-10,0,True
DOV:8:70,DOV,US,2024-08-05,0,True
DOV:10:82,DOV,US,2024-09-05,0,True
DOV:24:88,DOV,US,2024-10-08,0,True
DOV:17:110,DOV,US,2025-10-13,0,True
DOV:31:135,DOV,US,2026-05-18,0,True
DOW:5:8,DOW,US,2021-03-24,4,False
DOW:5:13,DOW,US,2021-09-07,4,False
DOW:5:25,DOW,US,2022-04-07,5,False
DOW:11:26,DOW,US,2022-04-08,5,False
DOW:1:42,DOW,US,2023-03-16,5,False
DOW:0:43,DOW,US,2023-03-14,5,False
DOW:3:47,DOW,US,2023-02-17,5,False
DOW:1:49,DOW,US,2023-05-26,5,False
DOW:2:58,DOW,US,2023-08-17,5,False
DOW:2:67,DOW,US,2024-01-04,5,False
DOW:15:71,DOW,US,2024-02-05,5,False
DOW:2:74,DOW,US,2024-06-21,0,True
DOW:28:89,DOW,US,2026-02-19,0,True
DOX:6:21,DOX,US,2022-05-03,5,False
DOX:7:22,DOX,US,2022-05-02,5,False
DOX:4:25,DOX,US,2022-06-14,5,False
DOX:7:28,DOX,US,2022-06-15,5,False
DOX:9:34,DOX,US,2022-07-12,5,False
DOX:5:36,DOX,US,2022-09-07,5,False
DOX:16:48,DOX,US,2022-12-19,5,False
DOX:15:52,DOX,US,2023-03-02,5,False
DOX:14:55,DOX,US,2023-08-07,5,False
DOX:18:56,DOX,US,2023-06-08,5,False
DOX:17:67,DOX,US,2024-05-01,0,True
DOX:13:69,DOX,US,2024-04-18,0,True
DOX:9:86,DOX,US,2024-08-06,0,True
DOX:13:100,DOX,US,2024-12-19,0,True
DOX:26:107,DOX,US,2025-03-03,0,True
DOX:15:118,DOX,US,2025-06-23,0,True
DOYU:20:12,DOYU,US,2023-02-22,5,False
DOYU:18:16,DOYU,US,2023-02-07,5,False
DOYU:27:19,DOYU,US,2023-08-09,5,False
DOYU:32:21,DOYU,US,2024-09-10,0,True
DOYU:18:33,DOYU,US,2024-07-18,0,True
DOYU:28:44,DOYU,US,2024-11-14,0,True
DOYU:29:45,DOYU,US,2024-11-15,0,True
DOYU:27:52,DOYU,US,2025-01-03,0,True
DOYU:28:53,DOYU,US,2025-01-13,0,True
DPG:3:4,DPG,US,2021-08-03,4,False
DPG:2:6,DPG,US,2021-12-15,4,False
DPG:3:12,DPG,US,2022-03-16,0,False
DPG:8:14,DPG,US,2022-04-26,5,False
DPG:6:15,DPG,US,2022-04-26,5,False
DPG:8:29,DPG,US,2022-09-01,5,False
DPG:24:61,DPG,US,2024-08-06,0,True
DPG:27:62,DPG,US,2024-12-11,0,True
DPG:28:78,DPG,US,2025-09-04,0,True
DPG:31:79,DPG,US,2025-09-18,0,True
DPG:32:81,DPG,US,2025-12-09,0,True
DPG:32:85,DPG,US,2026-01-08,0,True
DPG:13:91,DPG,US,2026-03-10,0,True
DPG:9:95,DPG,US,2026-04-20,0,True
DPRO:6:5,DPRO,US,2023-04-04,5,False
DPRO:4:10,DPRO,US,2023-08-14,5,False
DPRO:20:27,DPRO,US,2025-08-21,0,True
DPRO:22:28,DPRO,US,2025-08-19,0,True
DPRO:16:46,DPRO,US,2026-02-02,0,True
DPRO:15:51,DPRO,US,2026-04-30,0,True
DPRO:19:55,DPRO,US,2026-06-10,0,True
DPST:6:24,DPST,US,2022-01-25,4,False
DPST:15:46,DPST,US,2022-11-18,5,False
DPST:29:68,DPST,US,2024-08-07,0,True
DPST:30:69,DPST,US,2024-08-05,0,True
DPST:31:70,DPST,US,2024-08-06,0,True
DPST:26:89,DPST,US,2024-12-20,0,True
DPST:26:98,DPST,US,2025-02-25,0,True
DPST:30:105,DPST,US,2025-04-01,0,True
DPST:32:106,DPST,US,2025-03-31,0,True
DPST:24:114,DPST,US,2025-07-16,0,True
DPST:27:121,DPST,US,2025-09-17,0,True
DPST:26:123,DPST,US,2025-09-10,0,True
DPST:39:132,DPST,US,2026-03-09,0,True
DPST:24:133,DPST,US,2026-03-09,0,True
DPST:27:136,DPST,US,2026-01-02,0,True
DPZ:11:10,DPZ,US,2022-01-06,4,False
DPZ:15:57,DPZ,US,2024-02-06,5,False
DPZ:16:71,DPZ,US,2024-08-30,0,True
DPZ:16:79,DPZ,US,2024-10-31,0,True
DPZ:29:86,DPZ,US,2024-12-10,0,True
DPZ:14:96,DPZ,US,2025-02-25,0,True
DPZ:2:100,DPZ,US,2025-04-07,0,True
DPZ:26:101,DPZ,US,2025-04-07,0,True
DPZ:2:109,DPZ,US,2025-08-07,0,True
DPZ:6:110,DPZ,US,2025-06-12,0,True
DPZ:1:132,DPZ,US,2026-01-06,0,True
DQ:3:3,DQ,US,2021-06-09,4,False
DQ:3:6,DQ,US,2021-11-03,4,False
DQ:2:25,DQ,US,2022-10-11,5,False
DQ:14:46,DQ,US,2023-02-06,5,False
DQ:2:52,DQ,US,2023-03-16,5,False
DQ:31:71,DQ,US,2024-10-16,0,True
DQ:28:78,DQ,US,2025-02-25,0,True
DQ:36:96,DQ,US,2026-01-09,0,True
DQ:27:98,DQ,US,2025-11-21,0,True
DQ:29:99,DQ,US,2025-11-24,0,True
DQ:37:104,DQ,US,2025-12-30,0,True
DRCT:0:10,DRCT,US,2023-03-24,5,False
DRCT:2:11,DRCT,US,2023-04-10,5,False
DRCT:4:12,DRCT,US,2023-03-30,5,False
DRCT:5:13,DRCT,US,2023-03-16,5,False
DRCT:6:14,DRCT,US,2023-03-24,5,False
DRCT:7:15,DRCT,US,2023-03-28,5,False
DRCT:10:29,DRCT,US,2024-05-01,0,True
DRCT:11:30,DRCT,US,2024-05-08,0,True
DRCT:1:31,DRCT,US,2024-04-25,0,True
DRCT:8:32,DRCT,US,2024-04-23,0,True
DRCT:6:42,DRCT,US,2024-08-06,0,True
DRCT:13:50,DRCT,US,2024-11-06,0,True
DRD:14:7,DRD,US,2022-03-29,0,False
DRD:11:23,DRD,US,2023-06-29,5,False
DRD:11:30,DRD,US,2023-08-04,5,False
DRD:8:32,DRD,US,2023-07-28,5,False
DRD:14:34,DRD,US,2023-09-15,5,False
DRD:19:41,DRD,US,2024-02-12,5,False
DRD:27:56,DRD,US,2024-05-30,0,True
DRD:26:60,DRD,US,2024-08-29,0,True
DRD:12:70,DRD,US,2024-12-19,0,True
DRD:13:71,DRD,US,2024-12-19,0,True
DRD:24:72,DRD,US,2024-11-15,0,True
DRD:11:87,DRD,US,2025-02-18,0,True
DRD:29:88,DRD,US,2025-02-18,0,True
DRD:3:99,DRD,US,2025-04-08,0,True
DRD:4:103,DRD,US,2025-05-02,0,True
DRD:38:118,DRD,US,2026-03-16,0,True
DRD:37:121,DRD,US,2026-03-06,0,True
DRH:3:16,DRH,US,2021-10-13,4,False
DRH:9:20,DRH,US,2021-11-18,4,False
DRH:4:27,DRH,US,2022-06-14,5,False
DRH:9:39,DRH,US,2022-05-10,5,False
DRH:4:50,DRH,US,2022-08-30,5,False
DRH:4:59,DRH,US,2023-02-21,5,False
DRH:15:65,DRH,US,2024-05-09,0,True
DRH:4:66,DRH,US,2024-04-18,0,True
DRH:17:83,DRH,US,2024-09-06,0,True
DRH:18:84,DRH,US,2024-09-09,0,True
DRH:18:95,DRH,US,2025-09-16,0,True
DRH:24:97,DRH,US,2025-09-10,0,True
DRH:21:110,DRH,US,2026-01-29,0,True
DRH:14:114,DRH,US,2026-03-09,0,True
DRH:10:120,DRH,US,2026-04-23,0,True
DRI:6:10,DRI,US,2021-10-14,4,False
DRI:10:49,DRI,US,2023-08-22,5,False
DRI:6:60,DRI,US,2024-05-03,0,True
DRI:8:62,DRI,US,2024-04-12,0,True
DRI:19:91,DRI,US,2024-12-10,0,True
DRI:25:105,DRI,US,2025-07-14,0,True
DRI:28:111,DRI,US,2026-01-27,0,True
DRI:23:117,DRI,US,2026-03-04,0,True
DRIO:1:11,DRIO,US,2021-07-08,4,False
DRIO:2:14,DRIO,US,2021-09-14,4,False
DRIO:4:17,DRIO,US,2021-12-06,4,False
DRIO:19:23,DRIO,US,2023-01-31,5,False
DRIO:40:37,DRIO,US,2025-12-02,0,True
DRIP:24:7,DRIP,US,2023-02-13,5,False
DRIP:27:8,DRIP,US,2023-03-29,5,False
DRIP:35:22,DRIP,US,2024-07-16,0,True
DRIP:39:30,DRIP,US,2024-08-16,0,True
DRIP:31:35,DRIP,US,2024-09-24,0,True
DRIP:38:39,DRIP,US,2024-11-07,0,True
DRIP:36:44,DRIP,US,2025-01-13,0,True
DRIP:37:45,DRIP,US,2025-01-13,0,True
DRIP:30:47,DRIP,US,2024-12-31,0,True
DRIP:31:58,DRIP,US,2025-03-21,0,True
DRIP:32:63,DRIP,US,2025-04-24,0,True
DRIV:4:1,DRIV,US,2021-06-17,4,False
DRIV:4:7,DRIV,US,2021-08-18,4,False
DRIV:2:12,DRIV,US,2021-09-13,4,False
DRIV:14:49,DRIV,US,2022-08-23,5,False
DRIV:20:54,DRIV,US,2022-11-29,5,False
DRIV:16:69,DRIV,US,2023-09-27,5,False
DRIV:1:70,DRIV,US,2023-09-22,5,False
DRIV:12:78,DRIV,US,2023-08-04,5,False
DRIV:23:86,DRIV,US,2024-01-05,5,False
DRIV:14:92,DRIV,US,2024-03-15,5,False
DRIV:19:104,DRIV,US,2024-06-12,0,True
DRIV:7:162,DRIV,US,2025-11-19,0,True
DRLL:1:1,DRLL,US,2022-12-12,5,False
DRLL:3:6,DRLL,US,2023-09-22,5,False
DRLL:17:51,DRLL,US,2025-11-24,0,True
DRLL:10:52,DRLL,US,2025-11-24,0,True
DRLL:11:53,DRLL,US,2025-11-21,0,True
DRN:7:6,DRN,US,2021-08-11,4,False
DRN:9:17,DRN,US,2022-04-26,5,False
DRN:25:36,DRN,US,2024-01-18,5,False
DRN:1:62,DRN,US,2024-10-07,0,True
DRN:3:63,DRN,US,2024-10-03,0,True
DRN:19:76,DRN,US,2025-03-10,0,True
DRN:23:77,DRN,US,2025-03-10,0,True
DRN:24:78,DRN,US,2025-03-07,0,True
DRN:30:86,DRN,US,2025-05-23,0,True
DRN:22:91,DRN,US,2025-06-30,0,True
DRN:22:93,DRN,US,2025-08-04,0,True
DRN:34:133,DRN,US,2026-06-02,0,True
DRS:5:4,DRS,US,2021-05-17,4,False
DRS:5:5,DRS,US,2021-07-02,4,False
DRS:14:12,DRS,US,2022-05-12,5,False
DRS:4:13,DRS,US,2022-05-12,5,False
DRS:11:14,DRS,US,2022-05-11,5,False
DRS:32:49,DRS,US,2024-04-04,5,False
DRS:38:52,DRS,US,2024-09-09,0,True
DRS:49:73,DRS,US,2026-06-30,0,True
DRSK:2:5,DRSK,US,2021-08-10,4,False
DRSK:12:32,DRSK,US,2025-05-09,0,True
DRSK:30:38,DRSK,US,2025-07-14,0,True
DRSK:10:41,DRSK,US,2025-09-03,0,True
DRSK:32:45,DRSK,US,2025-09-26,0,True
DRSK:7:47,DRSK,US,2025-11-06,0,True
DRSK:9:48,DRSK,US,2025-11-07,0,True
DRSK:32:49,DRSK,US,2025-11-18,0,True
DRTS:15:18,DRTS,US,2025-02-11,0,True
DRTS:10:19,DRTS,US,2025-02-03,0,True
DRTS:9:21,DRTS,US,2025-01-30,0,True
DRTS:16:30,DRTS,US,2025-08-20,0,True
DRV:7:5,DRV,US,2022-06-27,5,False
DRV:8:11,DRV,US,2023-01-13,5,False
DRV:9:12,DRV,US,2023-01-12,5,False
DRV:7:13,DRV,US,2022-11-11,5,False
DRV:6:14,DRV,US,2022-11-14,5,False
DRV:22:61,DRV,US,2024-05-16,0,True
DRV:23:62,DRV,US,2024-05-10,0,True
DRV:30:71,DRV,US,2025-02-07,0,True
DRV:30:78,DRV,US,2025-04-24,0,True
DRV:31:99,DRV,US,2025-11-12,0,True
DRVN:3:24,DRVN,US,2022-08-29,5,False
DRVN:1:40,DRVN,US,2023-05-03,5,False
DRVN:13:59,DRVN,US,2024-10-30,0,True
DRVN:18:67,DRVN,US,2025-04-08,0,True
DRVN:20:82,DRVN,US,2025-09-18,0,True
DRVN:14:90,DRVN,US,2025-10-30,0,True
DRVN:19:95,DRVN,US,2025-12-24,0,True
DRVN:11:98,DRVN,US,2026-01-29,0,True
DSGN:0:10,DSGN,US,2022-01-07,4,False
DSGN:5:17,DSGN,US,2022-09-22,5,False
DSGN:1:19,DSGN,US,2022-08-02,5,False
DSGN:4:20,DSGN,US,2022-08-23,5,False
DSGN:23:41,DSGN,US,2024-05-22,0,True
DSGN:23:43,DSGN,US,2024-08-07,0,True
DSGN:26:48,DSGN,US,2024-10-03,0,True
DSGN:24:49,DSGN,US,2024-09-26,0,True
DSGN:27:51,DSGN,US,2024-11-19,0,True
DSGR:13:36,DSGR,US,2023-03-21,5,False
DSGR:5:73,DSGR,US,2024-01-04,5,False
DSGR:6:76,DSGR,US,2024-02-23,5,False
DSGR:11:80,DSGR,US,2024-07-02,0,True
DSGR:26:92,DSGR,US,2024-08-08,0,True
DSGR:22:99,DSGR,US,2024-12-26,0,True
DSGR:25:101,DSGR,US,2024-11-21,0,True
DSGR:27:102,DSGR,US,2024-12-20,0,True
DSGR:9:108,DSGR,US,2025-03-27,0,True
DSGR:9:127,DSGR,US,2025-07-16,0,True
DSGR:5:153,DSGR,US,2026-02-24,0,True
DSGX:2:5,DSGX,US,2021-01-04,4,False
DSGX:2:12,DSGX,US,2021-02-24,4,False
DSGX:1:21,DSGX,US,2021-03-26,4,False
DSGX:3:22,DSGX,US,2021-03-26,4,False
DSGX:5:24,DSGX,US,2021-04-23,4,False
DSGX:0:48,DSGX,US,2022-09-26,5,False
DSGX:9:53,DSGX,US,2022-09-02,5,False
DSGX:18:92,DSGX,US,2023-10-23,5,False
DSGX:27:114,DSGX,US,2024-06-03,0,True
DSGX:13:115,DSGX,US,2024-05-31,0,True
DSGX:28:136,DSGX,US,2025-09-29,0,True
DSGX:23:166,DSGX,US,2026-01-22,0,True
DSGX:12:168,DSGX,US,2026-01-06,0,True
DSGX:10:191,DSGX,US,2026-06-15,0,True
DSGX:18:192,DSGX,US,2026-06-12,0,True
DSI:11:8,DSI,US,2022-02-14,4,False
DSI:11:12,DSI,US,2022-04-08,5,False
DSI:5:23,DSI,US,2022-09-19,5,False
DSI:6:24,DSI,US,2022-09-02,5,False
DSI:32:91,DSI,US,2024-11-01,0,True
DSL:4:6,DSL,US,2021-06-22,4,False
DSL:17:21,DSL,US,2023-08-18,5,False
DSL:18:37,DSL,US,2024-02-15,5,False
DSL:20:75,DSL,US,2025-07-21,0,True
DSMC:8:5,DSMC,US,2026-03-17,0,True
DSP:19:3,DSP,US,2023-04-11,5,False
DSP:11:33,DSP,US,2024-05-02,0,True
DSP:33:47,DSP,US,2024-08-06,0,True
DSP:34:54,DSP,US,2024-09-09,0,True
DSP:32:58,DSP,US,2025-03-14,0,True
DSP:6:61,DSP,US,2025-03-05,0,True
DSP:4:63,DSP,US,2024-12-31,0,True
DSP:7:73,DSP,US,2025-08-06,0,True
DSP:29:79,DSP,US,2026-02-19,0,True
DSP:30:80,DSP,US,2026-02-13,0,True
DSP:8:83,DSP,US,2026-02-06,0,True
DSP:9:91,DSP,US,2026-03-26,0,True
DSP:31:92,DSP,US,2026-03-26,0,True
DSP:8:101,DSP,US,2026-05-13,0,True
DSS:22:5,DSS,US,2023-08-11,5,False
DSS:23:6,DSS,US,2023-08-11,5,False
DSS:35:15,DSS,US,2025-09-10,0,True
DSS:36:16,DSS,US,2026-02-05,0,True
DSS:37:17,DSS,US,2025-11-17,0,True
DSTL:8:12,DSTL,US,2022-08-23,5,False
DSTL:11:43,DSTL,US,2023-08-18,5,False
DSTL:35:88,DSTL,US,2025-11-19,0,True
DSTL:30:90,DSTL,US,2026-03-13,0,True
DSTL:31:91,DSTL,US,2026-01-02,0,True
DSTL:38:92,DSTL,US,2026-03-09,0,True
DSTL:36:96,DSTL,US,2026-05-14,0,True
DSTL:30:99,DSTL,US,2026-06-22,0,True
DSWL:0:12,DSWL,US,2025-12-12,0,True
DSX:6:12,DSX,US,2022-03-16,0,False
DSX:10:13,DSX,US,2022-03-17,0,False
DSX:7:21,DSX,US,2022-06-17,5,False
DSX:14:27,DSX,US,2022-08-16,5,False
DSX:29:47,DSX,US,2024-05-29,0,True
DSX:2:57,DSX,US,2025-07-01,0,True
DSX:0:67,DSX,US,2025-10-13,0,True
